site,barcode,fstation,sitetype,stratum,sdate,stime,fdate,ftime,pool,lcode,gear,period,rep,summary,project,effdist,effhr,effmin,pwrgoal,pwrused,volts,v_qf,amps,a_qf,pulses,p_qf,dutycyc,dc_qf,utmzone,utm_e,utm_n,gisgrid,zone15e,zone15n,gpsmeth,gpsacc,secchi,s_qf,temp,t_qf,depth,d_qf,cond,c_qf,current,cv_qf,do,do_qf,stageht,sh_qf,sveg92,vegd,eveg92,esveg92,substrt,snag,wingdyke,trib,riprap,inout,closing,flooded,othrstrc,labind,contanrs,shtcnt,totfishc,leader,pageno,rec_site,rownum,fishcode,length,tfs,grp_wdth,catch,weight,pathcode,subproj,userdef,recorder,nfsh_cnt,orphflag,batchno  
,15006415,5,0,"SCB","07/18/2008","09:40","07/18/2008","09:55","OR","D7.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,820045,4115340,82005.11535,820045,4115340,2,1,9,"",27,"",4,"",440,"",.69,"","","5","","","","","",0,4,"0","0","0","1","0","0","0","0","",0,"",64,"",1,1,44,"SVCP",20,"T",1,2,"","","","","","","0","2704"
,15006415,5,0,"SCB","07/18/2008","09:40","07/18/2008","09:55","OR","D7.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,820045,4115340,82005.11535,820045,4115340,2,1,9,"",27,"",4,"",440,"",.69,"","","5","","","","","",0,4,"0","0","0","1","0","0","0","0","",0,"",64,"",1,1,48,"SVCP",40,"T",1,2,"","","","","","","0","2704"
,15006416,5,0,"MCB-U","07/15/2008","11:30","07/16/2008","08:40","OR","M1.RS","M",1,"",5,"M-","",21,10,"","","","","","","","","","",15,816445,4142090,81645.1421,816445,4142090,2,1,7,"",27,"",.4,"",433,"",.09,"","","5","","","","","",0,1,"1","0","0","0","0","0","1","0","",0,"",4,"",1,1,1,"SVCP",30,"T",1,1,"","","","","","","0","2704"
,15006422,5,0,"MCB-U","07/14/2008","11:00","07/16/2008","12:23","OR","HL4.RS","HL",1,"",5,"M-","",49,23,"","","","","","","","","","",15,810845,4128490,81085.1285,810845,4128490,2,1,7,"",27.2,"",4.4,"",433,"",.75,"",6.1,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",20,"",1,1,20,"GSCP",960,"T",1,1,"","","","","","","0","2704"
,15006425,5,0,"SCB","07/11/2008","12:47","07/11/2008","13:02","OR","D11.RS","D",1,"",5,"M-",200,0,15,4180,4165,245,"",17,"",60,"",25,"",15,811895,4128790,81190.1288,811895,4128790,2,1,9,"",26.6,"",4.7,"",489,"",.61,"",7.3,"","","","","","",0,3,"0","1","0","0","0","0","1","0","",0,"",18,"",1,1,2,"SVCP",40,"T",1,7,"","","","","","","0","2704"
,15006425,5,0,"SCB","07/11/2008","12:47","07/11/2008","13:02","OR","D11.RS","D",1,"",5,"M-",200,0,15,4180,4165,245,"",17,"",60,"",25,"",15,811895,4128790,81190.1288,811895,4128790,2,1,9,"",26.6,"",4.7,"",489,"",.61,"",7.3,"","","","","","",0,3,"0","1","0","0","0","0","1","0","",0,"",18,"",1,1,4,"SVCP",30,"T",1,3,"","","","","","","0","2704"
,15006425,5,0,"SCB","07/11/2008","12:47","07/11/2008","13:02","OR","D11.RS","D",1,"",5,"M-",200,0,15,4180,4165,245,"",17,"",60,"",25,"",15,811895,4128790,81190.1288,811895,4128790,2,1,9,"",26.6,"",4.7,"",489,"",.61,"",7.3,"","","","","","",0,3,"0","1","0","0","0","0","1","0","",0,"",18,"",1,1,9,"SVCP",50,"T",1,1,"","","","","","","0","2704"
,15006425,5,0,"SCB","07/11/2008","12:47","07/11/2008","13:02","OR","D11.RS","D",1,"",5,"M-",200,0,15,4180,4165,245,"",17,"",60,"",25,"",15,811895,4128790,81190.1288,811895,4128790,2,1,9,"",26.6,"",4.7,"",489,"",.61,"",7.3,"","","","","","",0,3,"0","1","0","0","0","0","1","0","",0,"",18,"",1,1,6,"SVCP",70,"T",1,2,"","","","","","","0","2704"
,15006425,5,0,"SCB","07/11/2008","12:47","07/11/2008","13:02","OR","D11.RS","D",1,"",5,"M-",200,0,15,4180,4165,245,"",17,"",60,"",25,"",15,811895,4128790,81190.1288,811895,4128790,2,1,9,"",26.6,"",4.7,"",489,"",.61,"",7.3,"","","","","","",0,3,"0","1","0","0","0","0","1","0","",0,"",18,"",1,1,8,"SVCP",60,"T",1,1,"","","","","","","0","2704"
,15006426,5,0,"SCB","07/11/2008","12:14","07/11/2008","12:29","OR","D10.RS","D",1,"",5,"M-",200,0,15,4180,4165,245,"",17,"",60,"",25,"",15,810895,4129190,81090.1292,810895,4129190,2,1,9,"",26.6,"",3.6,"",489,"",.59,"",7.3,"","","","","","",0,3,"1","0","0","0","0","0","1","0","",0,"",13,"",1,1,1,"SVCP",690,"T",1,1,"","","","","","","0","2704"
,15006426,5,0,"SCB","07/11/2008","12:14","07/11/2008","12:29","OR","D10.RS","D",1,"",5,"M-",200,0,15,4180,4165,245,"",17,"",60,"",25,"",15,810895,4129190,81090.1292,810895,4129190,2,1,9,"",26.6,"",3.6,"",489,"",.59,"",7.3,"","","","","","",0,3,"1","0","0","0","0","0","1","0","",0,"",13,"",1,1,13,"SVCP",590,"T",1,1,"","","","","","","0","2704"
,15006426,5,0,"SCB","07/11/2008","12:14","07/11/2008","12:29","OR","D10.RS","D",1,"",5,"M-",200,0,15,4180,4165,245,"",17,"",60,"",25,"",15,810895,4129190,81090.1292,810895,4129190,2,1,9,"",26.6,"",3.6,"",489,"",.59,"",7.3,"","","","","","",0,3,"1","0","0","0","0","0","1","0","",0,"",13,"",1,1,10,"SVCP",40,"T",1,1,"","","","","","","0","2704"
,15006426,5,0,"SCB","07/11/2008","12:14","07/11/2008","12:29","OR","D10.RS","D",1,"",5,"M-",200,0,15,4180,4165,245,"",17,"",60,"",25,"",15,810895,4129190,81090.1292,810895,4129190,2,1,9,"",26.6,"",3.6,"",489,"",.59,"",7.3,"","","","","","",0,3,"1","0","0","0","0","0","1","0","",0,"",13,"",1,1,12,"SVCP",20,"T",1,1,"","","","","","","0","2704"
,15006428,5,0,"MCB-U","07/11/2008","10:15","07/11/2008","10:30","OR","D1.RS","D",1,"",5,"M-",200,0,15,4180,4165,245,"",17,"",60,"",25,"",15,814995,4138840,81500.13885,814995,4138840,2,1,9,"",26.6,"",4.1,"",489,"",.8,"",7.3,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",24,"",1,1,5,"SVCP",40,"T",1,4,"","","","","","","0","2704"
,15006428,5,0,"MCB-U","07/11/2008","10:15","07/11/2008","10:30","OR","D1.RS","D",1,"",5,"M-",200,0,15,4180,4165,245,"",17,"",60,"",25,"",15,814995,4138840,81500.13885,814995,4138840,2,1,9,"",26.6,"",4.1,"",489,"",.8,"",7.3,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",24,"",1,1,10,"SVCP",50,"T",1,1,"","","","","","","0","2704"
,15006428,5,0,"MCB-U","07/11/2008","10:15","07/11/2008","10:30","OR","D1.RS","D",1,"",5,"M-",200,0,15,4180,4165,245,"",17,"",60,"",25,"",15,814995,4138840,81500.13885,814995,4138840,2,1,9,"",26.6,"",4.1,"",489,"",.8,"",7.3,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",24,"",1,1,2,"SVCP",30,"T",1,5,"","","","","","","0","2704"
,15006435,5,0,"SCB","07/09/2008","11:00","07/09/2008","11:15","OR","D8.RS","D",1,"",5,"M-",200,0,15,3900,4000,250,"",16,"",60,"",25,"",15,807445,4167740,80745.16775,807445,4167740,2,1,12,"",25.5,"",4,"",418,"",.88,"",5.9,"","","","","","",0,4,"1","0","0","0","0","0","1","0","",0,"",32,"",1,1,7,"SVCP",50,"T",1,4,"","","","","","","0","2704"
,15006435,5,0,"SCB","07/09/2008","11:00","07/09/2008","11:15","OR","D8.RS","D",1,"",5,"M-",200,0,15,3900,4000,250,"",16,"",60,"",25,"",15,807445,4167740,80745.16775,807445,4167740,2,1,12,"",25.5,"",4,"",418,"",.88,"",5.9,"","","","","","",0,4,"1","0","0","0","0","0","1","0","",0,"",32,"",1,1,3,"SVCP",30,"T",1,11,"","","","","","","0","2704"
,15006435,5,0,"SCB","07/09/2008","11:00","07/09/2008","11:15","OR","D8.RS","D",1,"",5,"M-",200,0,15,3900,4000,250,"",16,"",60,"",25,"",15,807445,4167740,80745.16775,807445,4167740,2,1,12,"",25.5,"",4,"",418,"",.88,"",5.9,"","","","","","",0,4,"1","0","0","0","0","0","1","0","",0,"",32,"",1,1,5,"SVCP",20,"T",1,7,"","","","","","","0","2704"
,15006435,5,0,"SCB","07/09/2008","11:00","07/09/2008","11:15","OR","D8.RS","D",1,"",5,"M-",200,0,15,3900,4000,250,"",16,"",60,"",25,"",15,807445,4167740,80745.16775,807445,4167740,2,1,12,"",25.5,"",4,"",418,"",.88,"",5.9,"","","","","","",0,4,"1","0","0","0","0","0","1","0","",0,"",32,"",1,1,6,"SVCP",40,"T",1,2,"","","","","","","0","2704"
       MUDDY,15006440,5,2,"TRI","07/08/2008","10:15","07/10/2008","09:15","OR","BM00.7S","HL",1,"",5,"M-","",47,0,"","","","","","","","","","",15,808309,4164557,80830.16455,808309,4164557,2,1,62,"",25,"",2.1,"",384,"",.09,"","","5","","","","","",0,1,"1","0","0","0","0","0","1","0","",0,"",9,"",1,1,2,"SVCP",780,"T",1,1,"","","","","","","0","2704"
       MUDDY,15006443,5,2,"TRI","07/09/2008","13:30","07/09/2008","13:45","OR","BM00.7S","D",1,"",5,"M-",200,0,15,3675,3680,230,"",16,"",60,"",25,"",15,808309,4164557,80830.16455,808309,4164557,2,1,62,"",25.1,"",6,"",374,"",.05,"",4.7,"","","","","","",0,1,"1","0","0","0","0","0","1","0","",0,"",251,"",1,1,12,"SVCP",30,"T",1,4,"","","","","","","0","2704"
       MUDDY,15006443,5,2,"TRI","07/09/2008","13:30","07/09/2008","13:45","OR","BM00.7S","D",1,"",5,"M-",200,0,15,3675,3680,230,"",16,"",60,"",25,"",15,808309,4164557,80830.16455,808309,4164557,2,1,62,"",25.1,"",6,"",374,"",.05,"",4.7,"","","","","","",0,1,"1","0","0","0","0","0","1","0","",0,"",251,"",1,1,16,"SVCP",650,"T",1,1,"","","","","","","0","2704"
       MUDDY,15006443,5,2,"TRI","07/09/2008","13:30","07/09/2008","13:45","OR","BM00.7S","D",1,"",5,"M-",200,0,15,3675,3680,230,"",16,"",60,"",25,"",15,808309,4164557,80830.16455,808309,4164557,2,1,62,"",25.1,"",6,"",374,"",.05,"",4.7,"","","","","","",0,1,"1","0","0","0","0","0","1","0","",0,"",251,"",1,1,17,"SVCP",570,"T",1,1,"","","","","","","0","2704"
       MUDDY,15006443,5,2,"TRI","07/09/2008","13:30","07/09/2008","13:45","OR","BM00.7S","D",1,"",5,"M-",200,0,15,3675,3680,230,"",16,"",60,"",25,"",15,808309,4164557,80830.16455,808309,4164557,2,1,62,"",25.1,"",6,"",374,"",.05,"",4.7,"","","","","","",0,1,"1","0","0","0","0","0","1","0","",0,"",251,"",1,1,1,"SVCP",730,"T",1,1,"","","","","","","0","2704"
       MUDDY,15006443,5,2,"TRI","07/09/2008","13:30","07/09/2008","13:45","OR","BM00.7S","D",1,"",5,"M-",200,0,15,3675,3680,230,"",16,"",60,"",25,"",15,808309,4164557,80830.16455,808309,4164557,2,1,62,"",25.1,"",6,"",374,"",.05,"",4.7,"","","","","","",0,1,"1","0","0","0","0","0","1","0","",0,"",251,"",1,1,11,"SVCP",20,"T",1,6,"","","","","","","0","2704"
       MUDDY,15006443,5,2,"TRI","07/09/2008","13:30","07/09/2008","13:45","OR","BM00.7S","D",1,"",5,"M-",200,0,15,3675,3680,230,"",16,"",60,"",25,"",15,808309,4164557,80830.16455,808309,4164557,2,1,62,"",25.1,"",6,"",374,"",.05,"",4.7,"","","","","","",0,1,"1","0","0","0","0","0","1","0","",0,"",251,"",1,1,20,"SVCP",50,"T",1,1,"","","","","","","0","2704"
      NEELYS,15006446,5,2,"MCB-U","07/09/2008","12:45","07/09/2008","13:00","OR","M070.2A","D",1,"",5,"M-",200,0,15,3900,4000,250,"",16,"",60,"",25,"",15,809550,4155709,80955.1557,809550,4155709,2,1,12,"",25.5,"",3,"",418,"",.5,"",5.9,"","","","","","",0,3,"1","0","0","0","0","0","1","0","",0,"",5,"",1,1,3,"SVCP",20,"T",1,1,"","","","","","","0","2704"
      NEELYS,15006447,5,2,"MCB-U","07/28/2008","13:58","07/29/2008","10:30","OR","M070.2A","M",1,"",5,"M-","",20,32,"","","","","","","","","","",15,809550,4155709,80955.1557,809550,4155709,2,1,7,"",27.1,"",1.8,"",417,"",.15,"",5.2,"","","","","","",0,1,"1","0","0","0","0","0","1","0","",0,"",68,"",1,1,4,"SVCP",90,"T",1,1,"","","","","","","0","2704"
      NEELYS,15006447,5,2,"MCB-U","07/28/2008","13:58","07/29/2008","10:30","OR","M070.2A","M",1,"",5,"M-","",20,32,"","","","","","","","","","",15,809550,4155709,80955.1557,809550,4155709,2,1,7,"",27.1,"",1.8,"",417,"",.15,"",5.2,"","","","","","",0,1,"1","0","0","0","0","0","1","0","",0,"",68,"",1,1,7,"SVCP",80,"T",1,1,"","","","","","","0","2704"
      NEELYS,15006447,5,2,"MCB-U","07/28/2008","13:58","07/29/2008","10:30","OR","M070.2A","M",1,"",5,"M-","",20,32,"","","","","","","","","","",15,809550,4155709,80955.1557,809550,4155709,2,1,7,"",27.1,"",1.8,"",417,"",.15,"",5.2,"","","","","","",0,1,"1","0","0","0","0","0","1","0","",0,"",68,"",1,1,13,"SVCP",60,"T",1,3,"","","","","","","0","2704"
      NEELYS,15006447,5,2,"MCB-U","07/28/2008","13:58","07/29/2008","10:30","OR","M070.2A","M",1,"",5,"M-","",20,32,"","","","","","","","","","",15,809550,4155709,80955.1557,809550,4155709,2,1,7,"",27.1,"",1.8,"",417,"",.15,"",5.2,"","","","","","",0,1,"1","0","0","0","0","0","1","0","",0,"",68,"",1,1,30,"SVCP",70,"T",1,2,"","","","","","","0","2704"
      NEELYS,15006447,5,2,"MCB-U","07/28/2008","13:58","07/29/2008","10:30","OR","M070.2A","M",1,"",5,"M-","",20,32,"","","","","","","","","","",15,809550,4155709,80955.1557,809550,4155709,2,1,7,"",27.1,"",1.8,"",417,"",.15,"",5.2,"","","","","","",0,1,"1","0","0","0","0","0","1","0","",0,"",68,"",1,1,31,"SVCP",50,"T",1,4,"","","","","","","0","2704"
      NEELYS,15006447,5,2,"MCB-U","07/28/2008","13:58","07/29/2008","10:30","OR","M070.2A","M",1,"",5,"M-","",20,32,"","","","","","","","","","",15,809550,4155709,80955.1557,809550,4155709,2,1,7,"",27.1,"",1.8,"",417,"",.15,"",5.2,"","","","","","",0,1,"1","0","0","0","0","0","1","0","",0,"",68,"",1,1,33,"SVCP",30,"T",1,4,"","","","","","","0","2704"
,15006460,5,0,"SCB","07/15/2008","12:57","07/16/2008","11:32","OR","M12.RS","M",1,"",5,"M-","",22,35,"","","","","","","","","","",15,810145,4129690,81015.1297,810145,4129690,2,1,8,"",26.6,"",3,"",489,"",.43,"",7.3,"","","","","","",0,3,"1","0","0","0","0","0","1","0","",0,"",10,"",1,1,5,"SVCP",30,"T",1,1,"","","","","","","0","2704"
,15006461,5,0,"SCB","07/15/2008","12:40","07/16/2008","11:42","OR","M7.RS","M",1,"",5,"M-","",23,2,"","","","","","","","","","",15,810195,4129890,81020.1299,810195,4129890,2,1,8,"",26.6,"",3.5,"",489,"",.61,"",7.3,"","","","","","",0,3,"1","0","0","0","0","0","1","0","",0,"",31,"",1,1,1,"SVCP",20,"T",1,2,"","","","","","","0","2704"
,15006461,5,0,"SCB","07/15/2008","12:40","07/16/2008","11:42","OR","M7.RS","M",1,"",5,"M-","",23,2,"","","","","","","","","","",15,810195,4129890,81020.1299,810195,4129890,2,1,8,"",26.6,"",3.5,"",489,"",.61,"",7.3,"","","","","","",0,3,"1","0","0","0","0","0","1","0","",0,"",31,"",1,1,3,"SVCP",40,"T",1,1,"","","","","","","0","2704"
,15006461,5,0,"SCB","07/15/2008","12:40","07/16/2008","11:42","OR","M7.RS","M",1,"",5,"M-","",23,2,"","","","","","","","","","",15,810195,4129890,81020.1299,810195,4129890,2,1,8,"",26.6,"",3.5,"",489,"",.61,"",7.3,"","","","","","",0,3,"1","0","0","0","0","0","1","0","",0,"",31,"",1,1,13,"SVCP",30,"T",1,3,"","","","","","","0","2704"
,15006463,5,0,"MCB-U","07/15/2008","12:20","07/16/2008","10:31","OR","M2.RS","M",1,"",5,"M-","",22,11,"","","","","","","","","","",15,808995,4135240,80900.13525,808995,4135240,2,1,7,"",27.2,"",1.5,"",433,"",.23,"",6.1,"","","","","","",0,1,"1","0","1","0","0","0","1","0","",0,"",77,"",1,1,25,"SVCP",60,"T",1,1,"","","","","","","0","2704"
,15006463,5,0,"MCB-U","07/15/2008","12:20","07/16/2008","10:31","OR","M2.RS","M",1,"",5,"M-","",22,11,"","","","","","","","","","",15,808995,4135240,80900.13525,808995,4135240,2,1,7,"",27.2,"",1.5,"",433,"",.23,"",6.1,"","","","","","",0,1,"1","0","1","0","0","0","1","0","",0,"",77,"",1,1,26,"SVCP",50,"T",1,1,"","","","","","","0","2704"
,15006463,5,0,"MCB-U","07/15/2008","12:20","07/16/2008","10:31","OR","M2.RS","M",1,"",5,"M-","",22,11,"","","","","","","","","","",15,808995,4135240,80900.13525,808995,4135240,2,1,7,"",27.2,"",1.5,"",433,"",.23,"",6.1,"","","","","","",0,1,"1","0","1","0","0","0","1","0","",0,"",77,"",1,1,36,"SVCP",50,"T",1,1,"","","","","","","0","2704"
       MUDDY,15006495,5,2,"TRI","09/09/2008","10:11","09/11/2008","08:54","OR","BM00.7S","HL",2,"",5,"M-","",46,43,"","","","","","","","","","",15,808309,4164557,80830.16455,808309,4164557,2,1,25,"",24.3,"",2.6,"",520,"",.13,"",5.6,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",18,"",1,1,13,"BHCP",760,"T",1,1,"","","","","","","0","2704"
       MUDDY,15006495,5,2,"TRI","09/09/2008","10:11","09/11/2008","08:54","OR","BM00.7S","HL",2,"",5,"M-","",46,43,"","","","","","","","","","",15,808309,4164557,80830.16455,808309,4164557,2,1,25,"",24.3,"",2.6,"",520,"",.13,"",5.6,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",18,"",1,1,1,"BHCP",760,"T",1,1,"","","","","","","0","2704"
       MUDDY,15006495,5,2,"TRI","09/09/2008","10:11","09/11/2008","08:54","OR","BM00.7S","HL",2,"",5,"M-","",46,43,"","","","","","","","","","",15,808309,4164557,80830.16455,808309,4164557,2,1,25,"",24.3,"",2.6,"",520,"",.13,"",5.6,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",18,"",1,1,2,"BHCP",740,"T",1,1,"","","","","","","0","2704"
       MUDDY,15006495,5,2,"TRI","09/09/2008","10:11","09/11/2008","08:54","OR","BM00.7S","HL",2,"",5,"M-","",46,43,"","","","","","","","","","",15,808309,4164557,80830.16455,808309,4164557,2,1,25,"",24.3,"",2.6,"",520,"",.13,"",5.6,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",18,"",1,1,3,"BHCP",780,"T",1,1,"","","","","","","0","2704"
         189,15006500,5,0,"MCB-W","08/18/2008","11:15","08/20/2008","09:46","OR","M061.5W","HL",2,"",5,"M-","",46,31,"","","","","","","","","","",16,285383,4140827,81660.14405,816575,4144072,2,1,25,"",26.9,"",11.6,"",502,"",.68,"",7.6,"","","","","","",0,3,"0","1","0","0","0","0","0","0","",0,"",16,"",1,1,15,"BHCP",870,"T",1,1,"","","","","","","0","2704"
         189,15006500,5,0,"MCB-W","08/18/2008","11:15","08/20/2008","09:46","OR","M061.5W","HL",2,"",5,"M-","",46,31,"","","","","","","","","","",16,285383,4140827,81660.14405,816575,4144072,2,1,25,"",26.9,"",11.6,"",502,"",.68,"",7.6,"","","","","","",0,3,"0","1","0","0","0","0","0","0","",0,"",16,"",1,1,16,"BHCP",790,"T",1,1,"","","","","","","0","2704"
       DITCH,15006507,5,2,"TRI","08/05/2008","12:00","08/05/2008","12:15","OR","HD00.9M","D",2,"",5,"M-",200,0,15,3600,3600,200,"",18,"",60,"",25,"",15,808024,4127458,80800.12745,808024,4127458,2,1,31,"",28.9,"",4,"",327,"",.05,"",9,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",95,"",1,1,35,"GSCP",110,"T",1,1,"","","","","","","0","2704"
       DITCH,15006507,5,2,"TRI","08/05/2008","12:00","08/05/2008","12:15","OR","HD00.9M","D",2,"",5,"M-",200,0,15,3600,3600,200,"",18,"",60,"",25,"",15,808024,4127458,80800.12745,808024,4127458,2,1,31,"",28.9,"",4,"",327,"",.05,"",9,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",95,"",1,1,5,"SVCP",120,"T",1,8,"","","","","","","0","2704"
       DITCH,15006507,5,2,"TRI","08/05/2008","12:00","08/05/2008","12:15","OR","HD00.9M","D",2,"",5,"M-",200,0,15,3600,3600,200,"",18,"",60,"",25,"",15,808024,4127458,80800.12745,808024,4127458,2,1,31,"",28.9,"",4,"",327,"",.05,"",9,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",95,"",1,1,6,"SVCP",130,"T",1,9,"","","","","","","0","2704"
       DITCH,15006507,5,2,"TRI","08/05/2008","12:00","08/05/2008","12:15","OR","HD00.9M","D",2,"",5,"M-",200,0,15,3600,3600,200,"",18,"",60,"",25,"",15,808024,4127458,80800.12745,808024,4127458,2,1,31,"",28.9,"",4,"",327,"",.05,"",9,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",95,"",1,1,7,"SVCP",140,"T",1,16,"","","","","","","0","2704"
       DITCH,15006507,5,2,"TRI","08/05/2008","12:00","08/05/2008","12:15","OR","HD00.9M","D",2,"",5,"M-",200,0,15,3600,3600,200,"",18,"",60,"",25,"",15,808024,4127458,80800.12745,808024,4127458,2,1,31,"",28.9,"",4,"",327,"",.05,"",9,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",95,"",1,1,8,"SVCP",110,"T",1,6,"","","","","","","0","2704"
       DITCH,15006507,5,2,"TRI","08/05/2008","12:00","08/05/2008","12:15","OR","HD00.9M","D",2,"",5,"M-",200,0,15,3600,3600,200,"",18,"",60,"",25,"",15,808024,4127458,80800.12745,808024,4127458,2,1,31,"",28.9,"",4,"",327,"",.05,"",9,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",95,"",1,1,9,"SVCP",60,"T",1,3,"","","","","","","0","2704"
       DITCH,15006507,5,2,"TRI","08/05/2008","12:00","08/05/2008","12:15","OR","HD00.9M","D",2,"",5,"M-",200,0,15,3600,3600,200,"",18,"",60,"",25,"",15,808024,4127458,80800.12745,808024,4127458,2,1,31,"",28.9,"",4,"",327,"",.05,"",9,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",95,"",1,1,10,"SVCP",70,"T",1,3,"","","","","","","0","2704"
       DITCH,15006507,5,2,"TRI","08/05/2008","12:00","08/05/2008","12:15","OR","HD00.9M","D",2,"",5,"M-",200,0,15,3600,3600,200,"",18,"",60,"",25,"",15,808024,4127458,80800.12745,808024,4127458,2,1,31,"",28.9,"",4,"",327,"",.05,"",9,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",95,"",1,1,11,"SVCP",80,"T",1,5,"","","","","","","0","2704"
       DITCH,15006507,5,2,"TRI","08/05/2008","12:00","08/05/2008","12:15","OR","HD00.9M","D",2,"",5,"M-",200,0,15,3600,3600,200,"",18,"",60,"",25,"",15,808024,4127458,80800.12745,808024,4127458,2,1,31,"",28.9,"",4,"",327,"",.05,"",9,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",95,"",1,1,12,"SVCP",90,"T",1,5,"","","","","","","0","2704"
       DITCH,15006507,5,2,"TRI","08/05/2008","12:00","08/05/2008","12:15","OR","HD00.9M","D",2,"",5,"M-",200,0,15,3600,3600,200,"",18,"",60,"",25,"",15,808024,4127458,80800.12745,808024,4127458,2,1,31,"",28.9,"",4,"",327,"",.05,"",9,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",95,"",1,1,13,"SVCP",100,"T",1,6,"","","","","","","0","2704"
       DITCH,15006507,5,2,"TRI","08/05/2008","12:00","08/05/2008","12:15","OR","HD00.9M","D",2,"",5,"M-",200,0,15,3600,3600,200,"",18,"",60,"",25,"",15,808024,4127458,80800.12745,808024,4127458,2,1,31,"",28.9,"",4,"",327,"",.05,"",9,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",95,"",1,1,16,"SVCP",210,"T",1,2,"","","","","","","0","2704"
       DITCH,15006507,5,2,"TRI","08/05/2008","12:00","08/05/2008","12:15","OR","HD00.9M","D",2,"",5,"M-",200,0,15,3600,3600,200,"",18,"",60,"",25,"",15,808024,4127458,80800.12745,808024,4127458,2,1,31,"",28.9,"",4,"",327,"",.05,"",9,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",95,"",1,1,21,"SVCP",180,"T",1,1,"","","","","","","0","2704"
      NEELYS,15006516,5,2,"MCB-U","08/15/2008","11:05","08/15/2008","11:20","OR","M070.2A","D",2,"",5,"M-",200,0,15,4360,4410,210,"",21,"",60,"",25,"",15,809550,4155709,80955.1557,809550,4155709,2,1,25,"",27.4,"",1.5,"",492,"",.2,"",6.1,"","","","","","",0,1,"0","0","0","0","0","0","1","0","",0,"",531,"",1,1,9,"SVCP",180,"T",1,2,"","","","","","","0","2704"
      NEELYS,15006516,5,2,"MCB-U","08/15/2008","11:05","08/15/2008","11:20","OR","M070.2A","D",2,"",5,"M-",200,0,15,4360,4410,210,"",21,"",60,"",25,"",15,809550,4155709,80955.1557,809550,4155709,2,1,25,"",27.4,"",1.5,"",492,"",.2,"",6.1,"","","","","","",0,1,"0","0","0","0","0","0","1","0","",0,"",531,"",1,1,20,"SVCP",100,"T",1,2,"","","","","","","0","2704"
      NEELYS,15006516,5,2,"MCB-U","08/15/2008","11:05","08/15/2008","11:20","OR","M070.2A","D",2,"",5,"M-",200,0,15,4360,4410,210,"",21,"",60,"",25,"",15,809550,4155709,80955.1557,809550,4155709,2,1,25,"",27.4,"",1.5,"",492,"",.2,"",6.1,"","","","","","",0,1,"0","0","0","0","0","0","1","0","",0,"",531,"",1,1,21,"SVCP",70,"T",1,14,"","","","","","","0","2704"
      NEELYS,15006516,5,2,"MCB-U","08/15/2008","11:05","08/15/2008","11:20","OR","M070.2A","D",2,"",5,"M-",200,0,15,4360,4410,210,"",21,"",60,"",25,"",15,809550,4155709,80955.1557,809550,4155709,2,1,25,"",27.4,"",1.5,"",492,"",.2,"",6.1,"","","","","","",0,1,"0","0","0","0","0","0","1","0","",0,"",531,"",1,1,22,"SVCP",50,"T",1,9,"","","","","","","0","2704"
      NEELYS,15006516,5,2,"MCB-U","08/15/2008","11:05","08/15/2008","11:20","OR","M070.2A","D",2,"",5,"M-",200,0,15,4360,4410,210,"",21,"",60,"",25,"",15,809550,4155709,80955.1557,809550,4155709,2,1,25,"",27.4,"",1.5,"",492,"",.2,"",6.1,"","","","","","",0,1,"0","0","0","0","0","0","1","0","",0,"",531,"",1,1,23,"SVCP",90,"T",1,8,"","","","","","","0","2704"
